train_loss,val_loss,val_psnr,val_ssim,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.37332606315612793,0.341143399477005,5.041665414080208,0.015678961427965987,1726656316,,False,1,061e5_00000,2024-09-18_17-45-16,3.7884793281555176,3.7884793281555176,11048,DESKTOP-066SQIB,127.0.0.1,3.7884793281555176,1
