train_loss,val_loss,val_psnr,val_ssim,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/architecture,config/lr,config/batch_size,config/num_epochs,config/optimizer,config/device,logdir
0.15578792989253998,0.32836994528770447,5.167561139000404,0.030622100799519103,1726680017,,False,4,2eda9_00000,2024-09-19_00-20-17,3.5060203075408936,14.017924308776855,22012,DESKTOP-066SQIB,127.0.0.1,14.017924308776855,4,"[32, 64, 128]",0.006999532381578668,27,4,Adam,cpu,2eda9_00000
